#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   cswch/s nvcswch/s  Command
 1708450584 39075    180764   23.00    6.00    0.00   29.00     3  36877.00      0.00 2642488   5304   0.00    106.00      4.00  mb_server
 1708450586 39075    180764  438.00   68.00    0.00  506.00     3   6270.00      0.00 2872684  40228   0.02      0.00      0.00  mb_server
 1708450587 39075    180764  520.00   78.00    0.00  598.00     3   7122.00      0.00 2872684  56696   0.03      0.00      0.00  mb_server
 1708450588 39075    180764  519.00   78.00    0.00  597.00     3   4083.00      0.00 2872684  72800   0.04      0.00      0.00  mb_server
 1708450589 39075    180764  521.00   78.00    0.00  599.00     3   8397.00      0.00 2872684  89100   0.05      0.00      0.00  mb_server
 1708450590 39075    180764  518.00   80.00    0.00  598.00     3   9326.00      0.00 2872684 105644   0.05      0.00      0.00  mb_server
 1708450591 39075    180764  523.00   75.00    0.00  598.00     3   5742.00      0.00 2872684 122236   0.06      0.00      0.00  mb_server
 1708450592 39075    180764  522.00   75.00    0.00  597.00     3   5500.00      0.00 2872684 138304   0.07      0.00      0.00  mb_server
 1708450593 39075    180764  522.00   75.00    0.00  597.00     3   5362.00      0.00 2872684 154620   0.08      0.00      0.00  mb_server
 1708450594 39075    180764  523.00   75.00    0.00  598.00     3   7586.00      0.00 2872684 170432   0.09      0.00      0.00  mb_server
 1708450595 39075    180764  520.00   78.00    0.00  598.00     3   9072.00      0.00 2872684 186776   0.09      0.00      0.00  mb_server
 1708450596 39075    180764  285.00   77.00    0.00  362.00     3   5066.00      0.00 2872684 193628   0.10      0.00      0.00  mb_server
 1708450597 39075    180764  308.00   77.00    0.00  385.00     3     32.00      0.00 2872684 193628   0.10      0.00      0.00  mb_server
 1708450598 39075    180764  524.00   79.00    0.00  603.00     3     65.00      0.00 2872684 193748   0.10      0.00      0.00  mb_server
 1708450599 39075    180764  534.00   60.00    0.00  594.00     3     53.00      0.00 2872684 193856   0.10      0.00      0.00  mb_server
