mpirun --bind-to none -x GRPC_PLATFORM_TYPE -x GRPC_RDMA_BUSY_POLLING_TIMEOUT_US       --oversubscribe       -mca btl_tcp_if_include ib0       -mca btl_openib_allow_ib true       -mca btl_openib_warn_default_gid_prefix 0       -hostfile /tmp/geng161_clients       /users/PAS0350/geng161/.clion/grpc-rdma/examples/cpp/micro-bench/cmake-build-release-pitzer02/mb_client       -target=10.22.81.30:50051       -streaming=true       -req=32       -warmup=10000       -rpcs=10000000       -concurrent=1       -duration=10       -delay=0       -random_delay=false

Inactive Modules:
  1) mvapich2


Inactive Modules:
  1) mvapich2


Inactive Modules:
  1) mvapich2


Inactive Modules:
  1) mvapich2


Inactive Modules:
  1) mvapich2


Inactive Modules:
  1) mvapich2


Inactive Modules:
  1) mvapich2


Activating Modules:
  1) mvapich2/2.3.6


Activating Modules:
  1) mvapich2/2.3.6


Activating Modules:
  1) mvapich2/2.3.6


Activating Modules:
  1) mvapich2/2.3.6


Inactive Modules:
  1) mvapich2


Activating Modules:
  1) mvapich2/2.3.6


Activating Modules:
  1) mvapich2/2.3.6


Activating Modules:
  1) mvapich2/2.3.6


Activating Modules:
  1) mvapich2/2.3.6

Req 32 bytes, Warmup 10000, RPCs 10000000, Concurrent 1, Send Delay 0.000 ms, Duration 10 secs, Streaming 1, Coalesce 1, msgs/stream 1000, Report Interval 1 secs
Host p0028.ten.osc.edu, Rank 14, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0028.ten.osc.edu, Rank 15, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0033.ten.osc.edu, Rank 94, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0031.ten.osc.edu, Rank 62, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0032.ten.osc.edu, Rank 79, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0028.ten.osc.edu, Rank 6, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0035.ten.osc.edu, Rank 125, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0030.ten.osc.edu, Rank 41, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0034.ten.osc.edu, Rank 109, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0033.ten.osc.edu, Rank 95, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0029.ten.osc.edu, Rank 31, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0032.ten.osc.edu, Rank 70, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0028.ten.osc.edu, Rank 9, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0035.ten.osc.edu, Rank 126, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0030.ten.osc.edu, Rank 46, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0034.ten.osc.edu, Rank 110, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0033.ten.osc.edu, Rank 87, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0031.ten.osc.edu, Rank 63, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0029.ten.osc.edu, Rank 22, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0032.ten.osc.edu, Rank 78, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0028.ten.osc.edu, Rank 7, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0035.ten.osc.edu, Rank 127, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0030.ten.osc.edu, Rank 38, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0034.ten.osc.edu, Rank 111, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0033.ten.osc.edu, Rank 89, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0031.ten.osc.edu, Rank 54, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0029.ten.osc.edu, Rank 23, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0029.ten.osc.edu, Rank 25, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0032.ten.osc.edu, Rank 74, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
Host p0028.ten.osc.edu, Rank 13, Rate 0.00 RPCs/s, TX Bandwidth 0.00 Mb/s, RX Bandwidth 0.00 Mb/s, RTT (us) mean -nan, P50 0.00, P95 0.00, P99 0.00, max 0.00
