mpirun --bind-to none       -x GRPC_PLATFORM_TYPE       -x GRPC_RDMA_BUSY_POLLING_TIMEOUT_US       -x GRPC_RDMA_RING_BUFFER_SIZE_KB       -x GRPC_VERBOSITY       -x GRPC_TRACE       --oversubscribe       -mca btl_tcp_if_include ib0       -mca btl_openib_allow_ib true       -mca btl_openib_warn_default_gid_prefix 0       -hostfile /tmp/geng161_clients       /users/PAS0350/geng161/.clion/grpc-rdma/examples/cpp/micro-bench/cmake-build-release-pitzer02/mb_client       -target=10.22.82.59:50051       -streaming=true       -req=32768       -warmup=10000       -rpcs=10000000       -concurrent=1       -duration=10       -delay=0       -report_interval=1       -random_delay=false
[pitzer-login02.hpc.osc.edu:250191] Warning: could not find environment variable "GRPC_VERBOSITY"
[pitzer-login02.hpc.osc.edu:250191] Warning: could not find environment variable "GRPC_TRACE"

Inactive Modules:
  1) mvapich2


Inactive Modules:
  1) mvapich2


Inactive Modules:
  1) mvapich2


Inactive Modules:
  1) mvapich2


Activating Modules:
  1) mvapich2/2.3.6


Activating Modules:
  1) mvapich2/2.3.6


Activating Modules:
  1) mvapich2/2.3.6


Activating Modules:
  1) mvapich2/2.3.6

Req 32768 bytes, Warmup 10000, RPCs 10000000, Concurrent 1, Send Delay 0.000 ms, Duration 10 secs, Streaming 1, Coalesce 1, msgs/stream 1000, Report Interval 1 secs
Host p0111.ten.osc.edu, Rank 0, Rate 59085.87 RPCs/s, TX Bandwidth 15491.42 Mb/s, RX Bandwidth 4.73 Mb/s, RTT (us) mean 33.75, P50 20.25, P95 20.69, P99 20.72, max 1404.93
Host p0112.ten.osc.edu, Rank 1, Rate 62276.62 RPCs/s, TX Bandwidth 16327.96 Mb/s, RX Bandwidth 4.98 Mb/s, RTT (us) mean 32.03, P50 19.38, P95 19.66, P99 19.68, max 1864.70
Host p0114.ten.osc.edu, Rank 3, Rate 69968.88 RPCs/s, TX Bandwidth 18344.69 Mb/s, RX Bandwidth 5.60 Mb/s, RTT (us) mean 28.46, P50 20.37, P95 20.59, P99 20.61, max 1329.15
Host p0113.ten.osc.edu, Rank 2, Rate 66630.17 RPCs/s, TX Bandwidth 17469.35 Mb/s, RX Bandwidth 5.33 Mb/s, RTT (us) mean 29.92, P50 20.37, P95 20.72, P99 20.75, max 1221.63
Host p0111.ten.osc.edu, Rank 0, Rate 59864.19 RPCs/s, TX Bandwidth 15694.95 Mb/s, RX Bandwidth 4.79 Mb/s, RTT (us) mean 33.54, P50 20.73, P95 21.33, P99 21.38, max 1404.93
Host p0112.ten.osc.edu, Rank 1, Rate 64241.98 RPCs/s, TX Bandwidth 16842.70 Mb/s, RX Bandwidth 5.14 Mb/s, RTT (us) mean 31.52, P50 19.70, P95 20.11, P99 20.14, max 1864.70
Host p0114.ten.osc.edu, Rank 3, Rate 74771.96 RPCs/s, TX Bandwidth 19603.41 Mb/s, RX Bandwidth 5.98 Mb/s, RTT (us) mean 27.53, P50 20.35, P95 20.57, P99 20.59, max 1347.58
Host p0113.ten.osc.edu, Rank 2, Rate 71563.31 RPCs/s, TX Bandwidth 18762.18 Mb/s, RX Bandwidth 5.73 Mb/s, RTT (us) mean 28.86, P50 20.62, P95 21.04, P99 21.07, max 1221.63
Host p0111.ten.osc.edu, Rank 0, Rate 62261.72 RPCs/s, TX Bandwidth 16323.53 Mb/s, RX Bandwidth 4.98 Mb/s, RTT (us) mean 33.03, P50 21.10, P95 21.87, P99 21.92, max 1404.93
Host p0112.ten.osc.edu, Rank 1, Rate 66238.73 RPCs/s, TX Bandwidth 17366.20 Mb/s, RX Bandwidth 5.30 Mb/s, RTT (us) mean 31.04, P50 19.95, P95 20.46, P99 20.51, max 1864.70
